Description,Meaning,Source,Type
뒤로〔뒤에서〕 호박씨 깐다,"겉으로 얌전한 체, 어리석은 체하면서 남이 보지 않는 데에서나 속으로는 교활한 짓을 한다는 말. (=뒷구멍으로 호박씨 깐다, 밑구멍으로 노 꼰다, 밑구멍으로 숨쉰다, 밑구멍으로 호박씨 깐다.)",고려대 한국어대사전,속담
뒤를 노리다,남의 말과 행동을 자세히 보아 결함이나 약점을 찾아내려고 기회를 엿보다.,표준국어대사전,관용구
뒤를 누르다,뒷일을 걱정하여 미리 다짐받다.,표준국어대사전,관용구
뒤를 다지다,뒷일이 잘못되지 않게 하기 위하여 미리 다짐받다.,표준국어대사전,관용구
뒤를 돌보다,(어떤 사람이 다른 사람의) 처지를 뒤에서 돌보아 주다.,고려대 한국어대사전,관용구
뒤를 돌아보고 울기보다는 앞을 바라보고 웃으랬다,지난날의 잘못을 뉘우치며 한숨을 지을 것이 아니라 밝은 앞날을 내다보며 희망을 가지고 살아야 한다는 말.,우리말샘,속담
뒤를 맡기다,뒷일을 맡기다.,표준국어대사전,관용구
뒤를 묻어가다,뒤를 이어 따라가다.,표준국어대사전,관용구
뒤를 밟다,(어떤 사람이 다른 사람의) 뒤를 몰래 따라가다.,고려대 한국어대사전,관용구
뒤를 잇다,(사람이 가문의 대나 직위의) 뒤를 이어나가다.,고려대 한국어대사전,관용구
뒤를 캐다〔파다〕,(어떤 사람이 다른 사람의) 배후나 약점을 알아내다.,고려대 한국어대사전,관용구
뒤를 캐면 삼거웃이 안 나오는 집안이 없다,누구나 조금도 허물이 없는 사람은 없다는 말. (=털어서 먼지 안 나는 사람 없다.),고려대 한국어대사전,속담
뒤에 난 뿔이 우뚝하다,나이 어린 사람이 나이 많은 사람보다 더 훌륭하게 된 경우를 비유적으로 이르는 말.,고려대 한국어대사전,속담
뒤에 보자는 사람 무섭지 않다,나중에 어떻게 하겠다고 말로만 하는 것은 아무 쓸데가 없다는 말. <동의 속담> ‘나중에 보자는 사람[양반] 무섭지 않다’,우리말샘,속담
뒤에 보자는 사람〔양반〕 무섭지 않다,"그 당장에서 화풀이를 하지 못하고 나중에 두고 보자는 사람은 두려워할 것이 없다는 말.,나중에 어떻게 하겠다고 말로만 하는 것은 아무 소용없다는 말.",고려대 한국어대사전,속담
뒤에 볼 나무는 그루를 돋우어라,앞으로 희망을 걸 대상에 대해서는 뒷일을 미리부터 깊이 생각하여 보살피라는 말.,표준국어대사전,속담
뒤에 볼 나무는 그루를 돋우어라〔뿌리를 높이 잘라라〕,뒷일을 미리부터 깊이 생각하라는 말.,고려대 한국어대사전,속담
뒤에 볼 나무는 뿌리를 높이 잘라라,앞으로 희망을 걸 대상에 대해서는 뒷일을 미리부터 깊이 생각하여 보살피라는 말.,표준국어대사전,속담
뒤에 오면 석 잔,"술자리에서, 늦게 온 사람은 벌로 거푸 석 잔의 술을 마셔야 한다면서 술을 권하는 말.",표준국어대사전,속담
뒤웅박 신고 얼음판에 선 것 같다,몹시 위태로워서 불안하고 조심스러움을 비유적으로 이르는 말.,표준국어대사전,속담
뒤웅박 신은 것 같다,일이 되어 가는 모양이 위태위태한 것을 비유적으로 이르는 말.,고려대 한국어대사전,속담
뒤턱 놓다,노름판에서 남에게 붙어 돈을 걸다.,표준국어대사전,관용구
뒤턱 놓다〔보다〕,(사람이) 남의 판돈에 덧붙여서 돈을 걸다.,고려대 한국어대사전,관용구
뒷간 갈 때가 바쁘지 올 때가 바쁠까,급할 때는 서두르지만 급하지 않으면 서두르지 않게 된다는 말. (=뒷간에 갈 적 마음 다르고 올 적 마음 다르다.),고려대 한국어대사전,속담
뒷간 문은 열수록 구린내만 난다,악한 것은 보면 볼수록 의롭지 못해 성내는 마음이 커진다는 말.,고려대 한국어대사전,속담
뒷간 쥐가 쌀 먹을 줄 모를까,"뒷간에 사는 쥐라고 쌀 못 먹는 쥐 없다는 뜻으로, 비록 빈천한 처지에 있다 하더라도 남이 하는 것은 다 할 수 있다는 말.",고려대 한국어대사전,속담
뒷간 쥐는 구린 줄을 모른다,항상 나쁜 분위기 속에서 사는 사람은 좋고 나쁜 것을 분별할 수 없게 됨을 비유적으로 이르는 말.,고려대 한국어대사전,속담
뒷간과 저승은 대신 못 간다,똥 누는 것과 죽는 것은 남이 대신 못 해 준다는 말.,고려대 한국어대사전,속담
뒷간에 갈 적 마음 다르고 올 적 마음 다르다,자기 일이 아주 급한 때는 통사정하며 매달리다가 그 일을 무사히 다 마치고 나면 모른 체하고 지낸다는 말.,표준국어대사전,속담
뒷간에 앉아서 개 부르듯 한다,자기에게 필요할 때만 찾는다는 말.,표준국어대사전,속담
뒷길 두다,(사람이) 일이 잘못되었을 때 빠져나갈 수 있는 방법을 생각하여 두다.,고려대 한국어대사전,관용구
뒷손 가다,(일이나 문제가) 끝난 뒤에 그 마무리를 하는 잔손질이 들다.,고려대 한국어대사전,관용구
뒷손 보다,(사람이 무엇에) 잔손질을 하다.,고려대 한국어대사전,관용구
뒷짐 지다,어떤 일에 자신은 전혀 상관없는 것처럼 구경만 하고 있다.,표준국어대사전,관용구
뒷짐 지우다,두 손을 등 뒤로 젖히고 묶다.,우리말샘,관용구
뒷집 마당 벌어진 데 솔뿌리 걱정한다,"마당이 벌어졌는데 그릇이 터졌을 때 필요한 솔뿌리를 걱정한다는 뜻으로, 당치도 아니한 것으로 사건을 수습하려 하는 어리석음을 비웃는 말.",표준국어대사전,속담
드나 놓으나 하나뿐이다,오직 하나뿐이다.,표준국어대사전,관용구
드나드는 개가 꿩을 문다,꾸준하게 열성적으로 노력하는 사람이 일을 이루고 재물을 얻을 수 있다는 말.,표준국어대사전,속담
드는 돌에 낯 붉는다,"힘들여 무거운 돌을 들고 나야 낯이 붉어진다는 뜻으로, 무슨 일이나 결과가 있으면 반드시 그 원인이 있음을 비유적으로 이르는 말.",표준국어대사전,속담
드는 돌이 있어야 낯이 붉다,"힘들여 무거운 돌을 들고 나야 낯이 붉어진다는 뜻으로, 무슨 일이나 결과가 있으면 반드시 그 원인이 있음을 비유적으로 이르는 말.",표준국어대사전,속담
드는 정은 몰라도 나는 정은 안다,"정이 들 때는 드는 줄 모르게 들어도 정이 떨어져 싫어질 때는 역력히 알 수 있다는 말.,정이 들 때는 드는 줄 몰라도 막상 헤어질 때는 그 정이 얼마나 두터웠던가를 새삼 알게 된다는 말.",표준국어대사전,속담
드는 종은 몰라도 나는 종은 안다,자기 살림에 보탬이 되는 것은 잘 의식되지 않아도 손해되는 일은 잘 의식된다는 말.,표준국어대사전,속담
드는 줄은 몰라도 나는 줄은 안다,사람이나 재물이 붇는 것은 눈에 잘 띄지 않아도 그것이 줄어드는 것은 곧 알아차릴 수 있다는 말.,표준국어대사전,속담
드러난 상놈〔백성〕이 울 막고 살랴,세상이 다 아는 사실이므로 구태여 가난한 것을 숨기고 남부끄럽게 여길 것이 아니라는 말.,고려대 한국어대사전,속담
드러난 상놈이 울 막고 살랴,아무것도 없음을 세상이 다 아니 구태여 가난한 것을 남부끄럽게 여길 것이 아니라는 말.,표준국어대사전,속담
듣기 좋은 꽃노래도 한두 번이지,아무리 좋은 일이라도 여러 번 되풀이하여 대하게 되면 싫어진다는 말.,표준국어대사전,속담
듣기 좋은 육자배기도 한두 번,아무리 좋은 일이라도 여러 번 되풀이하여 대하게 되면 싫어진다는 말.,표준국어대사전,속담
듣기 좋은 이야기〔노래〕도 늘 들으면 싫다,아무리 좋은 일이라도 여러 번 되풀이하면 싫어진다는 말. (=좋은 노래도 세 번 들으면 귀가 싫어한다.),고려대 한국어대사전,속담
들 데 놓을 데를 안다,어떤 일에서나 경우 바르게 처신하다.,표준국어대사전,관용구
들 적 며느리 날 적 송아지,"며느리는 시집올 적에만 대접을 받고 송아지는 태어날 때만 잠시 귀염을 받는다는 뜻으로, 며느리는 출가해 온 후 일만 하고 산다는 말.",표준국어대사전,속담
들 중은 소금을 먹고 산 중은 나물을 먹는다,"자기와는 아무 상관 없는 일에 쓸데없이 간섭한다는 말.,무슨 일이든지 무리하지 말고 사정이 허락하는 대로 하라는 말.",표준국어대사전,속담
들머리판 내다,다 들어먹고 끝장이 나게 하다.,표준국어대사전,관용구
들어서 죽 쑨 놈은 나가도 죽 쑨다,"집에서 일만 하던 사람은 나가도 일만 하게 된다는 말.,집에서 하던 버릇은 집밖에서도 버리지 못한다는 말.",고려대 한국어대사전,속담
들어서 죽 쑨 놈은 나가서도 죽 쑨다,"집에서 일만 하던 놈은 나가서도 일만 하게 된다는 말.,집에서 하던 버릇은 집을 나가서도 버리지 못한다는 말.",표준국어대사전,속담
들어오는 복도 문 닫는다,방정맞은 짓만 하여 들어오는 복을 마다함을 나무라는 말.,고려대 한국어대사전,속담
들었다 놓다,"일정한 범위 안에서 나는 소리가 그 범위 안에 있는 모든 것을 들어 올렸다가 도로 놓을 정도로 매우 힘 있고 요란하게 울림을 비유적으로 이르는 말.,굉장히 큰 영향을 미치다.,몹시 분주하게 굴거나 부산을 피우다.",표준국어대사전,관용구
들으면 병이요 안 들으면 약이다,들어서 걱정될 일은 듣지 않는 것이 차라리 낫다는 말.,표준국어대사전,속담
들은 귀는 천 년이요 한 입은 사흘이라,모진 말을 한 사람은 쉽게 잊고 말지만 그 말을 들은 사람은 쉽게 잊지 못하고 두고두고 상처를 받는다는 말.,표준국어대사전,속담
들은 귀는 천년이오 한 입은 사흘이라,모진 말을 한 사람은 쉽게 잊지만 그 말을 들은 사람은 쉽게 잊지 못한다는 말.,고려대 한국어대사전,속담
들은 말 들은 데 버리고 본 말 본 데 버려라,말을 옮기지 말라는 말.,표준국어대사전,속담
들을 놓다,(사람이) 들일을 하다가 끼니때가 되어 일손을 놓다.,고려대 한국어대사전,관용구
들지 않는 낫에 손을 벤다,보잘것없는 상대에게서 생각지 않은 해를 입게 됨을 이르는 말.,고려대 한국어대사전,속담
들지 않는 솜틀은 소리만 요란하다,"못난 사람일수록 잘난 체하고 큰소리를 침을 비유적으로 이르는 말.,아무 일도 하지 않으면서 하는 체하고 떠벌리기만 함을 비유적으로 이르는 말.",표준국어대사전,속담
등 대다,(대상이 세력이나 힘에) 뒷받침을 받거나 의존하다.,고려대 한국어대사전,관용구
등 돌리다,뜻을 같이하던 사람이나 단체와 관계를 끊고 배척하다.,우리말샘,관용구
등 따시고 배부르다,(사람이) 먹고 자는 일이 풍족하고 편안하다.,고려대 한국어대사전,관용구
등 떠밀다,(사람이 다른 사람의) 일을 억지로 하게 하거나 부추기다.,고려대 한국어대사전,관용구
등 시린 절 받기 싫다,자기가 푸대접한 사람에게 극진한 대접을 받는 것은 등에 소름 끼치는 것같이 기분 좋지 아니하다는 말.,표준국어대사전,속담
등 치고 간 내먹다,겉으로는 위하여 주는 체하면서 속으로는 해를 끼친다는 말.,표준국어대사전,속담
등 치고 배 만진다,"남의 등을 치고나서 배를 만져 주며 그를 구원하는 체한다는 뜻으로, 교활하고 음흉한 자의 행동을 비유적으로 이르는 말. <동의 속담> ‘병 주고 약 준다’ ‘술 먹여 놓고 해장 가자 부른다’",우리말샘,속담
등 타다,산등성이로 따라 가다.,우리말샘,관용구
등걸이 없는 휘추리가 있나,부모가 있어야 자식이 있는 것이니 부모에게 효도하라는 말.,표준국어대사전,속담
등겨 먹던 개가 말경에는 쌀을 먹는다,처음에는 나쁜 짓을 조금씩 하다가 차차 더 크게 하게 된다는 말. (=바늘 도둑이 소도둑 된다.),고려대 한국어대사전,속담
등겨 먹던 개는 들키고 쌀 먹던 개는 안 들킨다,"크게 나쁜 짓을 한 자는 들키지 않고 대수롭지 않은 짓을 한 자는 들켜서 남의 허물까지 뒤집어쓰게 된다는 말. (=똥 먹던 강아지는 안 들키고 겨 먹던 강아지는 들킨다, 똥싼 놈은 달아나고 방귀 뀐 놈이 잡혔다.)",고려대 한국어대사전,속담
등겨가 서 말만 있으면 처가살이 안 한다,처가살이는 할 것이 못 됨을 이르는 말.,표준국어대사전,속담
등골 빨아먹다〔빼먹다〕,(어떤 사람이 다른 사람의) 재산 따위를 착취하거나 농락하여 빼앗아 먹다.,고려대 한국어대사전,관용구
등골 오싹하다,등골에 소름이 끼칠 정도로 매우 놀라거나 두렵다.,표준국어대사전,관용구
등골 우리다,달래거나 위협하여 남의 재물을 억지로 빼앗다.,표준국어대사전,관용구
등곱쟁이 제사 지내듯,"날쌔게 일을 처리함을 비유적으로 이르는 말.,앉은자리에서 일을 어물어물 해치움을 비유적으로 이르는 말.",표준국어대사전,속담
